Sample ID,Type,Raw file name,Comment,Date.extracted,Date.injected,Column,Injection.Order,Ref.to.Use
SM-5Q4W7,Study sample,0028_XAV_iHMP2_LIP_SM-5Q4W7.raw,,4/5/2017,4/6/2017,1,30,PREFB02
SM-5QVZ9,Study sample,0120_XAV_iHMP2_LIP_SM-5QVZ9.raw,,4/6/2017,4/7/2017,1,128,PREFB08
SM-5QVZD,Study sample,0417_XAV_iHMP2_LIP_SM-5QVZD.raw,,4/11/2017,4/12/2017,1,450,PREFB22
SM-5U5DE,Study sample,0469_XAV_iHMP2_LIP_SM-5U5DE.raw,,4/11/2017,4/13/2017,1,508,PREFB24
SM-5WXZX,Study sample,0122_XAV_iHMP2_LIP_SM-5WXZX.raw,,4/6/2017,4/7/2017,1,130,PREFB08
SM-5XHHR,Study sample,0186_XAV_iHMP2_LIP_SM-5XHHR.raw,,4/6/2017,4/8/2017,1,197,PREFB10
SM-5ZNHM,Study sample,0029_XAV_iHMP2_LIP_SM-5ZNHM.raw,,4/5/2017,4/6/2017,1,31,PREFB02
SM-5ZNHS,Study sample,0296_XAV_iHMP2_LIP_SM-5ZNHS.raw,,4/7/2017,4/10/2017,1,311,PREFB16
SM-5ZZL9,Study sample,0093_XAV_iHMP2_LIP_SM-5ZZL9.raw,,4/6/2017,4/7/2017,1,100,PREFB06
SM-61N7T,Study sample,0341_XAV_iHMP2_LIP_SM-61N7T.raw,,4/10/2017,4/11/2017,1,364,PREFB18
SM-61NJ9,Study sample,0279_XAV_iHMP2_LIP_SM-61NJ9.raw,,4/7/2017,4/10/2017,1,297,PREFB15
SM-61U3T,Study sample,0084_XAV_iHMP2_LIP_SM-61U3T.raw,,4/5/2017,4/7/2017,1,91,PREFB05
SM-61YN5,Study sample,0245_XAV_iHMP2_LIP_SM-61YN5.raw,,4/7/2017,4/9/2017,1,262,PREFB14
SM-62ARQ,Study sample,0470a_0378ri_XAV_iHMP2_LIP_SM-62ARQ.raw,reinj,4/10/2017,4/13/2017,1,510,PREFB24
SM-63ZAH,Study sample,0195_XAV_iHMP2_LIP_SM-63ZAH.raw,,4/7/2017,4/8/2017,1,208,PREFB11
SM-64NA9,Study sample,0416_XAV_iHMP2_LIP_SM-64NA9.raw,,4/11/2017,4/12/2017,1,449,PREFB22
SM-65GXK,Study sample,0158_XAV_iHMP2_LIP_SM-65GXK.raw,,4/6/2017,4/8/2017,1,165,PREFB09
SM-67WTX,Study sample,0276_XAV_iHMP2_LIP_SM-67WTX.raw,,4/7/2017,4/10/2017,1,294,PREFB15
SM-689O4,Study sample,0266_XAV_iHMP2_LIP_SM-689O4.raw,,4/7/2017,4/9/2017,1,285,PREFB14
SM-689SS,Study sample,0094_XAV_iHMP2_LIP_SM-689SS.raw,,4/6/2017,4/7/2017,1,101,PREFB06
SM-69UMY,Study sample,0188_XAV_iHMP2_LIP_SM-69UMY.raw,,4/6/2017,4/8/2017,1,199,PREFB10
SM-6AXJO,Study sample,0240_XAV_iHMP2_LIP_SM-6AXJO.raw,,4/7/2017,4/9/2017,1,257,PREFB12
SM-6BKS1,Study sample,0081_XAV_iHMP2_LIP_SM-6BKS1.raw,,4/5/2017,4/7/2017,1,88,PREFB05
SM-6BQPK,Study sample,0320_XAV_iHMP2_LIP_SM-6BQPK.raw,,4/10/2017,4/10/2017,1,343,PREFB17
SM-6CAJC,Study sample,0024_XAV_iHMP2_LIP_SM-6CAJC.raw,,4/5/2017,4/6/2017,1,26,PREFB02
SM-6CAJI,Study sample,0473_XAV_iHMP2_LIP_SM-6CAJI.raw,,4/12/2017,4/13/2017,1,513,PREFB25
SM-6CAKR,Study sample,0117_XAV_iHMP2_LIP_SM-6CAKR.raw,,4/6/2017,4/7/2017,1,125,PREFB08
SM-6DRTP,Study sample,0248_XAV_iHMP2_LIP_SM-6DRTP.raw,,4/7/2017,4/9/2017,1,265,PREFB14
SM-6EFPD,Study sample,0278_XAV_iHMP2_LIP_SM-6EFPD.raw,,4/7/2017,4/10/2017,1,296,PREFB15
SM-6FNVI,Study sample,0304_XAV_iHMP2_LIP_SM-6FNVI.raw,,4/7/2017,4/10/2017,1,319,PREFB16
SM-6FNW6,Study sample,0270_XAV_iHMP2_LIP_SM-6FNW6.raw,,4/7/2017,4/9/2017,1,289,PREFB14
SM-6GH65,Study sample,0190_XAV_iHMP2_LIP_SM-6GH65.raw,,4/6/2017,4/8/2017,1,201,PREFB10
SM-6HUBR,Study sample,0129_XAV_iHMP2_LIP_SM-6HUBR.raw,,4/6/2017,4/7/2017,1,135,PREFB08
SM-6HUG5,Study sample,0336_XAV_iHMP2_LIP_SM-6HUG5.raw,,4/10/2017,4/11/2017,1,357,PREFB18
SM-6J3OB,Study sample,0379_XAV_iHMP2_LIP_SM-6J3OB.raw,,4/10/2017,4/11/2017,1,402,PREFB20
SM-6JWO4,Study sample,0001_XAV_iHMP2_LIP_SM-6JWO4.raw,,4/5/2017,4/5/2017,1,1,PREFB02
SM-6KUC9,Study sample,0196_XAV_iHMP2_LIP_SM-6KUC9.raw,,4/7/2017,4/8/2017,1,209,PREFB11
SM-6KUCD,Study sample,0268_XAV_iHMP2_LIP_SM-6KUCD.raw,,4/7/2017,4/9/2017,1,287,PREFB14
SM-6KUCH,Study sample,0318_XAV_iHMP2_LIP_SM-6KUCH.raw,,4/10/2017,4/10/2017,1,341,PREFB17
SM-6KUCT,Study sample,0030_XAV_iHMP2_LIP_SM-6KUCT.raw,,4/5/2017,4/6/2017,1,32,PREFB02
SM-6KUD2,Study sample,0374_XAV_iHMP2_LIP_SM-6KUD2.raw,,4/10/2017,4/11/2017,1,398,PREFB20
SM-6M2VX,Study sample,0224_XAV_iHMP2_LIP_SM-6M2VX.raw,,4/7/2017,4/9/2017,1,241,PREFB12
SM-6M48S,Study sample,0415_XAV_iHMP2_LIP_SM-6M48S.raw,,4/11/2017,4/12/2017,1,448,PREFB22
SM-6MSSO,Study sample,0295_XAV_iHMP2_LIP_SM-6MSSO.raw,,4/7/2017,4/10/2017,1,310,PREFB16
SM-6MSSW,Study sample,0159_XAV_iHMP2_LIP_SM-6MSSW.raw,,4/6/2017,4/8/2017,1,166,PREFB09
SM-6MYZ2,Study sample,0421_XAV_iHMP2_LIP_SM-6MYZ2.raw,,4/11/2017,4/12/2017,1,456,PREFB22
SM-6OLSC,Study sample,0306_XAV_iHMP2_LIP_SM-6OLSC.raw,,4/7/2017,4/10/2017,1,321,PREFB16
SM-6OOEJ,Study sample,0325_XAV_iHMP2_LIP_SM-6OOEJ.raw,,4/10/2017,4/10/2017,1,349,PREFB17
SM-6OSOU,Study sample,0275_XAV_iHMP2_LIP_SM-6OSOU.raw,,4/7/2017,4/10/2017,1,293,PREFB15
SM-6Q4FM,Study sample,0260_XAV_iHMP2_LIP_SM-6Q4FM.raw,,4/7/2017,4/9/2017,1,277,PREFB14
SM-6Q4FQ,Study sample,0092_XAV_iHMP2_LIP_SM-6Q4FQ.raw,,4/6/2017,4/7/2017,1,99,PREFB06
SM-6RB9P,Study sample,0238_XAV_iHMP2_LIP_SM-6RB9P.raw,,4/7/2017,4/9/2017,1,255,PREFB12
SM-6SF6T,Study sample,0142_XAV_iHMP2_LIP_SM-6SF6T.raw,,4/6/2017,4/8/2017,1,149,PREFB08
SM-6SSMY,Study sample,0152_XAV_iHMP2_LIP_SM-6SSMY.raw,,4/6/2017,4/8/2017,1,159,PREFB09
SM-6TO52,Study sample,0310a_0274_XAVri_iHMP2_LIP_SM-6TO52.raw,reinj,4/7/2017,4/10/2017,1,329,PREFB16
SM-6WJN1,Study sample,0470_XAV_iHMP2_LIP_SM-6WJN1.raw,,4/11/2017,4/13/2017,1,509,PREFB24
SM-6WOC1,Study sample,0121_XAV_iHMP2_LIP_SM-6WOC1.raw,,4/6/2017,4/7/2017,1,129,PREFB08
SM-6WU1I,Study sample,0012_XAV_iHMP2_LIP_SM-6WU1I.raw,,4/5/2017,4/6/2017,1,12,PREFB02
SM-6X9W2,Study sample,0172_XAV_iHMP2_LIP_SM-6X9W2.raw,,4/6/2017,4/8/2017,1,181,PREFB10
SM-6X9W6,Study sample,0310a_0131_XAVri_iHMP2_LIP_SM-6X9W6.raw,reinj,4/6/2017,4/10/2017,1,328,PREFB16
SM-6X9WA,Study sample,0116_XAV_iHMP2_LIP_SM-6X9WA.raw,,4/6/2017,4/7/2017,1,124,PREFB08
SM-6X9WE,Study sample,0006_XAV_iHMP2_LIP_SM-6X9WE.raw,,4/5/2017,4/6/2017,1,6,PREFB02
SM-6X9WM,Study sample,0316_XAV_iHMP2_LIP_SM-6X9WM.raw,,4/10/2017,4/10/2017,1,339,PREFB17
SM-6X9WU,Study sample,0338_XAV_iHMP2_LIP_SM-6X9WU.raw,,4/10/2017,4/11/2017,1,359,PREFB18
SM-6XJTB,Study sample,0380_XAV_iHMP2_LIP_SM-6XJTB.raw,,4/10/2017,4/11/2017,1,403,PREFB20
SM-6XJTF,Study sample,0305_XAV_iHMP2_LIP_SM-6XJTF.raw,,4/7/2017,4/10/2017,1,320,PREFB16
SM-6XJTN,Study sample,0246_XAV_iHMP2_LIP_SM-6XJTN.raw,,4/7/2017,4/9/2017,1,263,PREFB14
SM-6XJUC,Study sample,0225_XAV_iHMP2_LIP_SM-6XJUC.raw,,4/7/2017,4/9/2017,1,242,PREFB12
SM-6XNM3,Study sample,0085_XAV_iHMP2_LIP_SM-6XNM3.raw,,4/5/2017,4/7/2017,1,92,PREFB05
SM-6XRKG,Study sample,0165_XAV_iHMP2_LIP_SM-6XRKG.raw,,4/6/2017,4/8/2017,1,174,PREFB09
SM-6XSL6,Study sample,0432_XAV_iHMP2_LIP_SM-6XSL6.raw,,4/11/2017,4/12/2017,1,467,PREFB23
SM-6XSLI,Study sample,0549_XAV_iHMP2_LIP_SM-6XSLI.raw,,4/12/2017,4/14/2017,1,593,PREFB28
SM-6XTSQ,Study sample,0277_XAV_iHMP2_LIP_SM-6XTSQ.raw,,4/7/2017,4/10/2017,1,295,PREFB15
SM-6XTSU,Study sample,0189_XAV_iHMP2_LIP_SM-6XTSU.raw,,4/6/2017,4/8/2017,1,200,PREFB10
SM-6XTSY,Study sample,0384_XAV_iHMP2_LIP_SM-6XTSY.raw,,4/10/2017,4/11/2017,1,409,PREFB20
SM-6Y2UL,Study sample,0294_XAV_iHMP2_LIP_SM-6Y2UL.raw,,4/7/2017,4/10/2017,1,309,PREFB16
SM-6Y87V,Study sample,0424_XAV_iHMP2_LIP_SM-6Y87V.raw,,4/11/2017,4/12/2017,1,459,PREFB22
SM-6YAZN,Study sample,0156_XAV_iHMP2_LIP_SM-6YAZN.raw,,4/6/2017,4/8/2017,1,163,PREFB09
SM-6YAZR,Study sample,0410_XAV_iHMP2_LIP_SM-6YAZR.raw,,4/11/2017,4/12/2017,1,443,PREFB21
SM-6ZEU8,Study sample,0026_XAV_iHMP2_LIP_SM-6ZEU8.raw,,4/5/2017,4/6/2017,1,28,PREFB02
SM-6ZEUG,Study sample,0271_XAV_iHMP2_LIP_SM-6ZEUG.raw,,4/7/2017,4/9/2017,1,290,PREFB15
SM-6ZEV1,Study sample,0377_XAV_iHMP2_LIP_SM-6ZEV1.raw,,4/10/2017,4/11/2017,1,401,PREFB20
SM-6ZEVH,Study sample,0267_XAV_iHMP2_LIP_SM-6ZEVH.raw,,4/7/2017,4/9/2017,1,286,PREFB14
SM-6ZEVL,Study sample,0282_XAV_iHMP2_LIP_SM-6ZEVL.raw,,4/7/2017,4/10/2017,1,302,PREFB15
SM-6ZJI5,Study sample,0253_XAV_iHMP2_LIP_SM-6ZJI5.raw,,4/7/2017,4/9/2017,1,270,PREFB14
SM-6ZJI9,Study sample,0194_XAV_iHMP2_LIP_SM-6ZJI9.raw,,4/7/2017,4/8/2017,1,207,PREFB11
SM-6ZKSA,Study sample,0043_XAV_iHMP2_LIP_SM-6ZKSA.raw,,4/5/2017,4/6/2017,1,47,PREFB03
SM-6ZKT1,Study sample,0241_XAV_iHMP2_LIP_SM-6ZKT1.raw,,4/7/2017,4/9/2017,1,258,PREFB14
SM-6ZKY3,Study sample,0550c_0474ri_XAV_iHMP2_LIP_SM-6ZKY3.raw,,4/12/2017,4/14/2017,1,596,PREFB29
SM-6ZT2N,Study sample,0431_XAV_iHMP2_LIP_SM-6ZT2N.raw,,4/11/2017,4/12/2017,1,466,PREFB23
SM-6ZT2V,Study sample,0145_XAV_iHMP2_LIP_SM-6ZT2V.raw,,4/6/2017,4/8/2017,1,152,PREFB08
SM-6ZT3C,Study sample,0219_XAV_iHMP2_LIP_SM-6ZT3C.raw,,4/7/2017,4/9/2017,1,234,PREFB12
SM-6ZT3G,Study sample,0322_XAV_iHMP2_LIP_SM-6ZT3G.raw,,4/10/2017,4/10/2017,1,347,PREFB17
SM-6ZT3W,Study sample,0150_XAV_iHMP2_LIP_SM-6ZT3W.raw,,4/6/2017,4/8/2017,1,157,PREFB09
SM-6ZUH2,Study sample,0234_XAV_iHMP2_LIP_SM-6ZUH2.raw,,4/7/2017,4/9/2017,1,251,PREFB12
SM-71WX9,Study sample,0070_XAV_iHMP2_LIP_SM-71WX9.raw,,4/5/2017,4/6/2017,1,76,PREFB04
SM-71WXD,Study sample,0009_XAV_iHMP2_LIP_SM-71WXD.raw,,4/5/2017,4/6/2017,1,9,PREFB02
SM-71WXH,Study sample,0123_XAV_iHMP2_LIP_SM-71WXH.raw,,4/6/2017,4/7/2017,1,131,PREFB08
SM-71WXX,Study sample,0053_XAV_iHMP2_LIP_SM-71WXX.raw,,4/5/2017,4/6/2017,1,57,PREFB04
SM-71WY2,Study sample,0419_XAV_iHMP2_LIP_SM-71WY2.raw,,4/11/2017,4/12/2017,1,452,PREFB22
SM-71ZV9,Study sample,0261_XAV_iHMP2_LIP_SM-71ZV9.raw,,4/7/2017,4/9/2017,1,280,PREFB14
SM-727GQ,Study sample,0176_XAV_iHMP2_LIP_SM-727GQ.raw,,4/6/2017,4/8/2017,1,185,PREFB10
SM-72PGN,Study sample,0112_XAV_iHMP2_LIP_SM-72PGN.raw,,4/6/2017,4/7/2017,1,120,PREFB08
SM-72PHS,Study sample,0162_XAV_iHMP2_LIP_SM-72PHS.raw,,4/6/2017,4/8/2017,1,171,PREFB09
SM-72XGS,Study sample,0302_XAV_iHMP2_LIP_SM-72XGS.raw,,4/7/2017,4/10/2017,1,317,PREFB16
SM-72ZHG,Study sample,0016_XAV_iHMP2_LIP_SM-72ZHG.raw,,4/5/2017,4/6/2017,1,16,PREFB02
SM-72ZHO,Study sample,0387_XAV_iHMP2_LIP_SM-72ZHO.raw,,4/10/2017,4/11/2017,1,412,PREFB20
SM-734R8,Study sample,0208_XAV_iHMP2_LIP_SM-734R8.raw,,4/7/2017,4/9/2017,1,223,PREFB11
SM-73BMX,Study sample,0133_XAV_iHMP2_LIP_SM-73BMX.raw,,4/6/2017,4/7/2017,1,138,PREFB08
SM-73BN6,Study sample,0003_XAV_iHMP2_LIP_SM-73BN6.raw,,4/5/2017,4/5/2017,1,3,PREFB02
SM-73JXD,Study sample,0223_XAV_iHMP2_LIP_SM-73JXD.raw,,4/7/2017,4/9/2017,1,240,PREFB12
SM-74Y71,Study sample,0118_XAV_iHMP2_LIP_SM-74Y71.raw,,4/6/2017,4/7/2017,1,126,PREFB08
SM-74Y7D,Study sample,0082_XAV_iHMP2_LIP_SM-74Y7D.raw,,4/5/2017,4/7/2017,1,89,PREFB05
SM-74Y93,Study sample,0317_XAV_iHMP2_LIP_SM-74Y93.raw,,4/10/2017,4/10/2017,1,340,PREFB17
SM-76C9O,Study sample,0039_XAV_iHMP2_LIP_SM-76C9O.raw,,4/5/2017,4/6/2017,1,41,PREFB02
SM-76CAL,Study sample,0412_XAV_iHMP2_LIP_SM-76CAL.raw,,4/11/2017,4/12/2017,1,445,PREFB22
SM-76CAT,Study sample,0340_XAV_iHMP2_LIP_SM-76CAT.raw,,4/10/2017,4/11/2017,1,361,PREFB18
SM-76ENW,Study sample,0471_XAV_iHMP2_LIP_SM-76ENW.raw,,4/12/2017,4/13/2017,1,511,PREFB25
SM-76EO1,Study sample,0382_XAV_iHMP2_LIP_SM-76EO1.raw,,4/10/2017,4/11/2017,1,407,PREFB20
SM-76EO9,Study sample,0423_XAV_iHMP2_LIP_SM-76EO9.raw,,4/11/2017,4/12/2017,1,458,PREFB22
SM-76EOD,Study sample,0280_XAV_iHMP2_LIP_SM-76EOD.raw,,4/7/2017,4/10/2017,1,298,PREFB15
SM-76LBZ,Study sample,0247_XAV_iHMP2_LIP_SM-76LBZ.raw,,4/7/2017,4/9/2017,1,264,PREFB14
SM-77FXF,Study sample,0284_XAV_iHMP2_LIP_SM-77FXF.raw,,4/7/2017,4/10/2017,1,303,PREFB15
SM-77FXR,Study sample,0027_XAV_iHMP2_LIP_SM-77FXR.raw,,4/5/2017,4/6/2017,1,29,PREFB02
SM-77FXZ,Study sample,0480_XAV_iHMP2_LIP_SM-77FXZ.raw,,4/12/2017,4/13/2017,1,519,PREFB25
SM-77FYC,Study sample,0376_XAV_iHMP2_LIP_SM-77FYC.raw,,4/10/2017,4/11/2017,1,400,PREFB20
SM-77M5K,Study sample,0251_XAV_iHMP2_LIP_SM-77M5K.raw,,4/7/2017,4/9/2017,1,268,PREFB14
SM-77M65,Study sample,0095_XAV_iHMP2_LIP_SM-77M65.raw,,4/6/2017,4/7/2017,1,102,PREFB06
SM-77M69,Study sample,0272_XAV_iHMP2_LIP_SM-77M69.raw,,4/7/2017,4/10/2017,1,291,PREFB15
SM-77VQ3,Study sample,0192_XAV_iHMP2_LIP_SM-77VQ3.raw,,4/7/2017,4/8/2017,1,205,PREFB11
SM-787I4,Study sample,0507_XAV_iHMP2_LIP_SM-787I4.raw,,4/12/2017,4/13/2017,1,550,PREFB26
SM-791B3,Study sample,0068_XAV_iHMP2_LIP_SM-791B3.raw,,4/5/2017,4/6/2017,1,74,PREFB04
SM-791B7,Study sample,0044_XAV_iHMP2_LIP_SM-791B7.raw,,4/5/2017,4/6/2017,1,48,PREFB03
SM-79RAY,Study sample,0215_XAV_iHMP2_LIP_SM-79RAY.raw,,4/7/2017,4/9/2017,1,230,PREFB12
SM-7AA1S,Study sample,0115_XAV_iHMP2_LIP_SM-7AA1S.raw,,4/6/2017,4/7/2017,1,123,PREFB08
SM-7AA21,Study sample,0297_XAV_iHMP2_LIP_SM-7AA21.raw,,4/7/2017,4/10/2017,1,312,PREFB16
SM-7AK5U,Study sample,0477_XAV_iHMP2_LIP_SM-7AK5U.raw,,4/12/2017,4/13/2017,1,516,PREFB25
SM-7AK5Y,Study sample,0155_XAV_iHMP2_LIP_SM-7AK5Y.raw,,4/6/2017,4/8/2017,1,162,PREFB09
SM-7AMI9,Study sample,0236_XAV_iHMP2_LIP_SM-7AMI9.raw,,4/7/2017,4/9/2017,1,253,PREFB12
SM-7AMIH,Study sample,0141_XAV_iHMP2_LIP_SM-7AMIH.raw,,4/6/2017,4/8/2017,1,148,PREFB08
SM-7B7LB,Study sample,0096_XAV_iHMP2_LIP_SM-7B7LB.raw,,4/6/2017,4/7/2017,1,103,PREFB06
SM-7BF15,Study sample,0174_XAV_iHMP2_LIP_SM-7BF15.raw,,4/6/2017,4/8/2017,1,183,PREFB10
SM-7BF1T,Study sample,0010_XAV_iHMP2_LIP_SM-7BF1T.raw,,4/5/2017,4/6/2017,1,10,PREFB02
SM-7BF22,Study sample,0310a_0124_XAVri_iHMP2_LIP_SM-7BF22.raw,reinj,4/6/2017,4/10/2017,1,326,PREFB16
SM-7BF2I,Study sample,0157_XAV_iHMP2_LIP_SM-7BF2I.raw,,4/6/2017,4/8/2017,1,164,PREFB09
SM-7BF2M,Study sample,0242_XAV_iHMP2_LIP_SM-7BF2M.raw,,4/7/2017,4/9/2017,1,259,PREFB14
SM-7BF2Q,Study sample,0353_XAV_iHMP2_LIP_SM-7BF2Q.raw,,4/10/2017,4/11/2017,1,375,PREFB19
SM-7BP4V,Study sample,0390a_0323ri_XAV_iHMP2_LIP_SM-7BP4V.raw,reinj,4/10/2017,4/11/2017,1,417,PREFB20
SM-7BP5C,Study sample,0049_XAV_iHMP2_LIP_SM-7BP5C.raw,,4/5/2017,4/6/2017,1,53,PREFB03
SM-7BP5K,Study sample,0265_XAV_iHMP2_LIP_SM-7BP5K.raw,,4/7/2017,4/9/2017,1,284,PREFB14
